sizeRow,sizeColumn,0,1,2,3,4,5,6,7,8,9
10.0,10.0,0.0,90.96617516972162,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,139.1003332171942,172.09908921875802,0.0,0.0,0.0,0.0,0.0,47.221378989764474,31.24506664343884
,,0.0,143.9222396099907,184.67721070687753,0.0,0.0,0.0,0.0,0.0,65.6798395296676,34.038473788381964
,,0.0,144.35362212156832,194.34305233697313,0.0,0.0,0.0,0.0,0.0,101.12436383377542,0.0
,,0.0,104.9609713496788,189.9219426993576,184.56726728371186,192.01845692086292,221.9652567265191,146.0786139393994,135.97048995534723,123.37647035694495,0.0
,,0.0,0.0,0.0,0.0,0.0,198.5359500904393,148.19552181300986,139.60984785235362,113.38936447957619,0.0
,,0.0,0.0,0.0,0.0,0.0,204.72461588436337,191.28221889223272,164.94870909641887,139.51148554147184,0.0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.06074229104442,135.34607854933682,0.0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.30999372127542,102.47097217570658,0.0
,,0.0,0.0,0.0,0.0,0.0,0.0,98.86361658728907,125.07089237414624,0.0,0.0
